id,first_name,last_name,birthdate,gender,department,jobtitle,location,hire_date,termdate,location_city,location_state
10-2862437,Janessa,Minors,12/17/1984,Male,Training,Training Manager,Headquarters,11/15/2007,,Cleveland,Ohio
10-2967899,Calvin,Gotts,11/18/1999,Male,Engineering,Chief Design Engineer,Headquarters,10-05-11,2015-08-22 20:39:32 UTC,Cleveland,Ohio
10-2995117,Brian,Boggis,3/13/1995,Male,Marketing,Senior Editor,Headquarters,9/23/2002,,Cleveland,Ohio
10-3053853,Karleen,Gieves,4/22/1969,Female,Services,Service Manager,Headquarters,6/22/2016,,Cleveland,Ohio
10-3081518,Gery,Barti,02-04-84,Female,Sales,Sales Associate,Headquarters,09-02-04,2009-02-03 01:05:47 UTC,Cleveland,Ohio
10-3098782,Herta,Toghill,10/29/1993,Male,Sales,Solutions Engineer Manager,Headquarters,4/19/2012,,Cleveland,Ohio
10-3121144,Buck,Hick,4/20/1980,Male,Engineering,Systems Administrator I,Headquarters,1/14/2001,,Cleveland,Ohio
10-3149679,Ilario,Itzik,1/30/1983,Male,Engineering,Software Engineer I,Headquarters,1/19/2001,2008-07-12 17:38:47 UTC,Cleveland,Ohio
10-3160588,Putnem,Tenwick,8/17/1998,Female,Accounting,Staff Accountant I,Headquarters,11/13/2007,,Cleveland,Ohio
10-3175898,Wayland,Gollop,01-09-72,Male,Accounting,Accounting Assistant IV,Headquarters,3/22/2007,2024-09-10 20:01:07 UTC,Cleveland,Ohio
10-3212306,Gothart,Milson,9/15/1974,Male,Human Resources,Recruiter,Headquarters,09-10-04,,Cleveland,Ohio
10-3216152,Gert,Khomishin,1/20/1999,Male,Accounting,Budget/Accounting Analyst IV,Remote,05-01-15,,Chicago,Illinois
10-3218463,Melinde,Hobble,03-06-02,Female,Support,Help Desk Technician,Headquarters,07-03-16,2032-03-29 17:32:57 UTC,Cleveland,Ohio
10-3357744,Parnell,Dennitts,12-11-80,Female,Accounting,Accountant II,Headquarters,08-07-15,,Cleveland,Ohio
10-3367941,Gherardo,Serraillier,10-03-88,Female,Support,Desktop Support Technician,Headquarters,10/30/2015,,Cleveland,Ohio
10-3465451,Adriano,Bleackley,8/26/1973,Female,Engineering,Research Assistant I,Headquarters,11/13/2009,,Cleveland,Ohio
10-3518275,Rudie,Heliar,3/28/1993,Male,Accounting,Budget/Accounting Analyst II,Headquarters,7/14/2017,2032-08-31 23:07:53 UTC,Cleveland,Ohio
10-3534321,Timothee,Klement,10-04-87,Male,Services,Service Coordinator,Headquarters,10/27/2005,,Cleveland,Ohio
10-3607318,Weider,Lacotte,7/28/1980,Female,Accounting,Senior Cost Accountant,Headquarters,12/20/2015,,Cleveland,Ohio
10-3622767,Anallese,Neising,10/31/2000,Female,Engineering,Software Consultant,Headquarters,7/28/2020,,Cleveland,Ohio
10-3681814,Arliene,Zamorrano,8/30/2002,Female,Business Development,Business Analyst,Headquarters,02-12-01,,Cleveland,Ohio
10-3798786,Willi,Marchent,01-09-87,Male,Engineering,Automation Specialist II,Remote,8/23/2020,,Appleton,Wisconsin
10-3836058,Gan,Vaisey,12/24/1972,Female,Human Resources,Senior Recruiter,Headquarters,9/14/2013,,Cleveland,Ohio
10-3889332,Lucita,Shimmin,03-01-73,Female,Engineering,Computer Systems Analyst IV,Headquarters,3/27/2019,,Cleveland,Ohio
10-3900752,Gleda,Gyenes,11-03-82,Male,Training,Trainer I,Headquarters,4/28/2018,,Cleveland,Ohio
10-3904682,Myrah,Setchell,12-09-77,Male,Services,Service Tech III,Headquarters,3/15/2020,,Cleveland,Ohio
10-3941649,Foss,Menauteau,7/22/1980,Male,Business Development,Research Assistant II,Headquarters,12/26/2002,,Cleveland,Ohio
10-4029024,Jacquelyn,Firby,8/23/1976,Female,Engineering,Product Engineer,Headquarters,08-03-02,,Cleveland,Ohio
10-4041265,Lucias,McConnal,03-01-00,Male,Support,Help Desk Technician,Headquarters,10/20/2008,2017-05-09 16:48:35 UTC,Cleveland,Ohio
10-4042876,Dev,Tottle,10/21/1992,Male,Training,Administrative Assistant I,Remote,1/22/2018,,Chicago,Illinois
10-4059027,Chlo,Megroff,3/14/2002,Male,Business Development,Research Assistant II,Remote,4/24/2006,,Lima,Ohio
10-4136407,Padriac,Bradnocke,1/31/1970,Female,Accounting,Senior Cost Accountant,Headquarters,05-10-16,,Cleveland,Ohio
10-4329873,Edgard,Benardeau,8/15/1983,Male,Services,Service Tech III,Headquarters,05-06-04,,Cleveland,Ohio
10-4342576,Keenan,Chuney,7/24/2002,Female,Human Resources,Senior Recruiter,Remote,9/15/2015,,Chicago,Illinois
10-4422850,Erie,Ferrieroi,1/30/1970,Male,Accounting,Staff Accountant I,Headquarters,12-11-19,,Cleveland,Ohio
10-4556543,Kalvin,Accomb,3/30/1969,Male,Research and Development,Research Associate,Remote,3/30/2005,,Cincinnati,Ohio
10-4589871,Wells,Bartolomeu,11/25/1999,Male,Engineering,Database Administrator III,Remote,4/27/2009,2023-11-17 06:14:02 UTC,Toledo,Ohio
10-4609376,Joline,Pell,12/31/1965,Female,Marketing,Editor,Remote,4/18/2007,,Flint,Michigan
10-4737702,Adamo,De Few,07-04-72,Male,Training,Junior Trainer,Headquarters,06-04-15,,Cleveland,Ohio
10-4751217,Hedy,Senner,01-08-78,Female,Engineering,Data Coordiator,Headquarters,12-02-08,,Cleveland,Ohio
10-4754399,Elle,Halliberton,3/18/1991,Female,Sales,Relationshiop Manager,Remote,8/19/2012,,Erie,Pennsylvania
10-4892412,Moyra,Pachta,10-03-94,Female,Research and Development,Research Assistant I,Headquarters,07-07-15,2029-07-24 01:52:26 UTC,Cleveland,Ohio
10-4919511,Emanuel,Hustings,05-03-80,Female,Accounting,Accountant IV,Remote,01-09-20,2030-09-30 17:46:59 UTC,Crawfordsville,Indiana
10-4921057,Jorrie,Sterndale,04-03-91,Non-Conforming,Human Resources,Human Resources Analyst,Headquarters,11-05-04,,Cleveland,Ohio
10-4932717,Ameline,Klain,3/17/1978,Male,Business Development,Business Analyst,Headquarters,04-06-04,,Cleveland,Ohio
10-4944245,Maud,Di Franceshci,12/18/2000,Male,Business Development,Business Analyst,Headquarters,07-10-10,2024-09-14 08:45:53 UTC,Cleveland,Ohio
10-4950395,Reynard,Wallace,03-02-81,Male,Accounting,Accounting Assistant II,Headquarters,11-06-19,2022-09-26 03:46:58 UTC,Cleveland,Ohio
10-4952502,Fedora,Dooher,04-08-84,Non-Conforming,Engineering,Software Engineer I,Headquarters,1/20/2011,,Cleveland,Ohio
10-4960054,Kimbell,Clilverd,04-11-76,Female,Product Management,Project Manager,Headquarters,10/16/2009,2010-06-27 05:07:14 UTC,Cleveland,Ohio
10-4997859,Emmit,Denton,4/26/1971,Female,Services,Service Manager,Headquarters,7/14/2014,,Cleveland,Ohio
10-5000940,Gage,Gatrell,6/30/1974,Female,Sales,Pre-Sales Consultant,Headquarters,12/17/2007,,Cleveland,Ohio
10-5003339,Kayle,Stenett,9/14/1975,Male,Accounting,Staff Accountant IV,Headquarters,09-12-16,,Cleveland,Ohio
10-5167696,Darius,Cossar,02-04-02,Female,Research and Development,Operator,Remote,01-09-06,,Rockford,Illinois
10-5191849,Gerhardt,Hatfull,8/26/1994,Male,Accounting,Staff Accountant IV,Headquarters,04-06-14,,Cleveland,Ohio
10-5193129,Cathrine,Di Baudi,10/28/1993,Male,Engineering,Data Visualization Specialist,Headquarters,12-04-00,,Cleveland,Ohio
10-5194517,Ethel,Rex,7/27/1994,Male,Engineering,Software Engineer I,Headquarters,05-04-02,,Cleveland,Ohio
10-5234249,Sarena,Sones,3/14/1970,Male,Engineering,Web Designer I,Remote,2/22/2017,,Battle Creek,Michigan
10-5243219,Oliviero,Hockey,11-11-70,Male,Accounting,Financial Analyst,Remote,02-04-09,,Cincinnati,Ohio
10-5272584,Morton,Mattioni,10/24/1988,Female,Engineering,Senior Developer,Headquarters,10/13/2010,2023-04-15 10:06:48 UTC,Cleveland,Ohio
10-5351557,Arv,Orringe,10-07-69,Male,Accounting,Accounting Assistant III,Headquarters,5/23/2018,,Cleveland,Ohio
10-5366586,Jewelle,Moakes,3/22/1990,Female,Engineering,Data Visualization Specialist,Headquarters,12-12-10,,Cleveland,Ohio
10-5420631,Augusta,Cowley,10-03-89,Male,Training,Junior Trainer,Headquarters,9/29/2005,2022-02-10 18:31:18 UTC,Cleveland,Ohio
10-5460903,Dimitry,Djekovic,9/23/1986,Male,Training,Trainer III,Headquarters,07-11-17,2018-01-10 06:06:16 UTC,Cleveland,Ohio
10-5475167,Valentine,Hale,10/16/1986,Male,Services,Service Tech,Remote,11/25/2003,2015-12-25 04:59:50 UTC,Madison,Wisconsin
10-5617810,Hans,Thams,11/23/1972,Female,Support,Help Desk Technician,Remote,09-11-19,,Farmington,Michigan
10-5657242,Wilhelmina,De Moreno,4/23/1969,Female,Engineering,Software Test Engineer IV,Headquarters,11-11-17,,Cleveland,Ohio
10-5662309,Lisbeth,Allum,9/22/1993,Female,Engineering,Programmer IV,Headquarters,09-11-18,,Cleveland,Ohio
10-5741444,Barris,Durber,5/13/1984,Male,Support,Community Outreach Specialist,Headquarters,01-09-18,,Cleveland,Ohio
10-5757644,Christoph,Di Lucia,2/24/1971,Female,Training,Trainer III,Remote,10-08-05,,Evansville,Indiana
10-5769710,Dewitt,Rigge,07-07-98,Male,Engineering,Quality Engineer,Remote,12-02-15,,Louisville,Kentucky
10-5866073,Thea,Raggett,01-03-82,Male,Accounting,Staff Accountant II,Remote,6/25/2006,,Madison,Wisconsin
10-5868905,Linzy,Davioud,4/15/1975,Female,Engineering,Systems Administrator II,Headquarters,10-04-01,,Cleveland,Ohio
10-5954021,Zsazsa,Jaggs,12/27/1969,Male,Accounting,Staff Accountant I,Headquarters,07-10-05,,Cleveland,Ohio
10-6039354,Berri,Auton,7/27/1993,Male,Sales,Account Manager,Remote,7/22/2007,,South Bend,Indiana
10-6065448,Jamey,Valentino,5/25/1989,Female,Support,Help Desk Technician,Headquarters,05-01-07,,Cleveland,Ohio
10-6087452,Sarajane,Klagges,9/28/1977,Female,Engineering,Software Engineer I,Headquarters,06-03-18,,Cleveland,Ohio
10-6097725,Sallie,Lowdes,03-10-91,Male,Engineering,Web Designer I,Headquarters,1/23/2017,,Cleveland,Ohio
10-6222191,Jacquelin,Butchers,3/14/1981,Male,Product Management,Project Manager,Headquarters,06-12-04,,Cleveland,Ohio
10-6228656,Nehemiah,Tallis,8/26/1976,Female,Services,Service Coordinator,Headquarters,02-04-19,,Cleveland,Ohio
10-6272603,Amelina,Mccaull,01-12-97,Female,Engineering,Computer Systems Analyst III,Headquarters,7/29/2001,,Cleveland,Ohio
10-6368133,Maudie,Pettingall,09-02-02,Male,Accounting,Senior Cost Accountant,Remote,11/22/2013,,Louisville,Kentucky
10-6369892,Ynes,Grindrod,1/13/1993,Male,Services,Service Tech,Headquarters,5/14/2010,2019-03-06 10:50:52 UTC,Cleveland,Ohio
10-6411829,Lorrie,Durie,08-05-67,Female,Sales,Pre-Sales Consultant,Remote,11/24/2009,,Philadelphia,Pennsylvania
10-6440697,Mufi,Greber,6/27/1994,Male,Support,Desktop Support Technician,Headquarters,07-07-09,,Cleveland,Ohio
10-6581626,Bron,Baythrop,10/23/1976,Male,Engineering,Data Coordiator,Headquarters,03-06-19,2036-10-31 11:24:23 UTC,Cleveland,Ohio
10-6615344,Corrinne,Mix,09-08-68,Male,Engineering,Analog Circuit Design manager,Headquarters,10/16/2002,,Cleveland,Ohio
10-6676249,Audi,Dubbin,1/21/1980,Male,Engineering,Systems Administrator I,Headquarters,11/29/2018,,Cleveland,Ohio
10-6701457,Aurore,Callicott,06-02-99,Male,Human Resources,Human Resources Analyst II,Headquarters,7/17/2004,,Cleveland,Ohio
10-6704027,Jori,Cocking,05-04-90,Female,Accounting,Tax Accountant,Headquarters,4/17/2006,2026-08-15 05:33:15 UTC,Cleveland,Ohio
10-6709773,Alejandrina,Alen,2/24/1974,Non-Conforming,Services,Service Tech,Headquarters,01-07-14,,Cleveland,Ohio
10-6714334,Marla,Franceschi,02-10-77,Female,Engineering,Systems Administrator I,Headquarters,02-02-03,2013-07-05 19:56:11 UTC,Cleveland,Ohio
10-6870701,Odey,Lukesch,11/19/1973,Female,Product Management,Business Analyst,Headquarters,9/14/2004,,Cleveland,Ohio
10-6937545,Bret,Boal,7/14/2000,Male,Research and Development,Research Associate,Remote,12-08-10,,Philadelphia,Pennsylvania
10-7042562,Gretna,Veck,2/19/1977,Male,Engineering,Web Developer III,Headquarters,1/29/2013,,Cleveland,Ohio
10-7045903,Shea,Toppas,8/21/2000,Male,Engineering,Software Consultant,Headquarters,01-09-06,,Cleveland,Ohio
10-7192341,Michell,Stair,3/20/1983,Female,Engineering,Web Developer III,Headquarters,11-08-14,,Cleveland,Ohio
10-7207019,Reggi,Kettridge,12-12-98,Female,Accounting,Budget/Accounting Analyst III,Headquarters,12/28/2017,2025-01-17 04:21:46 UTC,Cleveland,Ohio
10-7230862,Che,Hanratty,8/29/1994,Male,Accounting,Senior Cost Accountant,Remote,12-12-00,,Akron,Ohio
10-7241761,Thedric,Schimke,01-03-95,Female,Engineering,Software Engineer I,Headquarters,9/26/2012,,Cleveland,Ohio
10-7366002,Kinna,Vian,10-09-79,Male,Training,Assistant Trainer,Headquarters,5/29/2014,,Cleveland,Ohio
10-7379374,Gwyn,Werrett,08-01-79,Female,Engineering,Software Test Engineer III,Headquarters,6/25/2008,2018-02-10 07:11:57 UTC,Cleveland,Ohio
10-7399721,Burlie,Murby,2/27/1995,Male,Engineering,Computer Systems Analyst I,Headquarters,10-07-05,,Cleveland,Ohio
10-7413124,Tish,Pizer,9/29/1979,Non-Conforming,Accounting,Senior Cost Accountant,Headquarters,7/30/2002,,Cleveland,Ohio
10-7589292,Kylie,Commusso,2/14/1966,Female,Engineering,Business Systems Development Analyst,Headquarters,08-06-14,,Cleveland,Ohio
10-7599783,Levy,Kirmond,2/26/1991,Male,Services,Service Manager,Headquarters,04-10-16,,Cleveland,Ohio
10-7600416,Perry,Tidgewell,3/23/1967,Female,Product Management,Project Manager,Headquarters,6/14/2018,,Cleveland,Ohio
10-7634291,Page,Scoular,9/22/1986,Male,Training,Content Developer,Headquarters,01-11-14,,Cleveland,Ohio
10-7705536,Althea,Vondracek,05-10-84,Male,Business Development,Business Analyst,Remote,4/25/2001,,Carol Stream,Illinois
10-7706061,Amil,Facchini,7/24/1969,Female,Business Development,Research Assistant I,Headquarters,08-05-18,,Cleveland,Ohio
10-7719410,Alena,Hierro,06-12-73,Female,Research and Development,Quality Control Specialist,Remote,06-11-03,,Mc Keesport,Pennsylvania
10-7723467,Iolande,Rens,2/22/1983,Male,Engineering,Senior Developer,Headquarters,12/28/2019,,Cleveland,Ohio
10-7730053,Coretta,Heiden,7/17/1973,Female,Business Development,Business Analyst,Headquarters,03-07-20,,Cleveland,Ohio
10-7762849,Dewie,Shaxby,08-05-75,Female,Services,Service Coordinator,Headquarters,6/30/2019,,Cleveland,Ohio
10-7917033,Den,Lassen,12-08-76,Male,Support,Desktop Support Technician,Headquarters,06-07-16,,Cleveland,Ohio
10-7933959,Stinky,Caddy,11/27/1985,Male,Engineering,Systems Administrator I,Headquarters,04-12-04,,Cleveland,Ohio
10-7965478,Sherlock,Scotti,08-03-93,Male,Business Development,Research Assistant I,Headquarters,10/21/2007,2015-09-19 01:55:07 UTC,Cleveland,Ohio
10-7970882,Reinold,Rewcastle,12-07-73,Female,Sales,Account Executive,Headquarters,5/22/2006,2011-03-14 09:16:10 UTC,Cleveland,Ohio
10-8016417,Delmar,Torvey,5/25/1988,Male,Business Development,Research Assistant II,Headquarters,11/30/2010,2018-01-02 04:16:21 UTC,Cleveland,Ohio
10-8055589,Ramona,Morecomb,10/26/1990,Female,Services,Service Tech II,Headquarters,11-08-02,,Cleveland,Ohio
10-8057964,Denney,Dunmuir,8/21/1997,Female,Support,Desktop Support Technician,Headquarters,12/22/2008,,Cleveland,Ohio
10-8073748,Leigha,Poulter,11-06-96,Female,Accounting,Accountant III,Headquarters,03-04-15,,Cleveland,Ohio
10-8154647,Faun,Lammin,10/27/2001,Male,Accounting,Accounting Assistant I,Headquarters,7/14/2006,,Cleveland,Ohio
10-8165153,Lucine,Butter,03-06-92,Male,Engineering,Structural Engineer,Headquarters,10-08-04,,Cleveland,Ohio
10-8190439,Kendell,Wolfart,03-12-94,Female,Services,Service Manager,Headquarters,12/28/2019,,Cleveland,Ohio
10-8235285,Eduino,Brecknall,9/16/1999,Female,Engineering,Developer II,Headquarters,05-11-11,,Cleveland,Ohio
10-8453059,Lydon,Gogie,06-06-91,Non-Conforming,Engineering,Software Engineer IV,Headquarters,4/27/2013,,Cleveland,Ohio
10-8533464,Morten,Lackington,09-08-90,Male,Engineering,Systems Administrator I,Headquarters,05-01-14,,Cleveland,Ohio
10-8546999,Meara,McDell,6/15/1972,Male,Engineering,Business Systems Development Analyst,Headquarters,11-01-12,,Cleveland,Ohio
10-8564857,Lay,Stockow,12/30/1979,Female,Human Resources,Human Resources Analyst II,Headquarters,07-06-02,,Cleveland,Ohio
10-8576232,Rocky,Dovington,04-12-02,Female,Accounting,Budget/Accounting Analyst I,Remote,09-01-16,,Dearborn,Michigan
10-8624464,Israel,Fielden,07-08-92,Male,Accounting,Staff Accountant I,Remote,12-05-10,,Chicago,Illinois
10-8625864,Rania,Tinkler,10-06-91,Male,Human Resources,HR Manager,Headquarters,8/30/2002,,Cleveland,Ohio
10-8719960,Nicol,Pigram,1/24/1984,Male,Services,Service Tech II,Headquarters,8/18/2020,,Cleveland,Ohio
10-8732936,Shurlocke,Merriott,12/15/1997,Male,Support,Help Desk Technician,Headquarters,7/26/2018,2021-03-15 14:22:26 UTC,Cleveland,Ohio
10-8814064,Lulu,Dabnot,04-04-90,Male,Accounting,Budget/Accounting Analyst IV,Headquarters,05-02-14,2015-02-18 03:17:54 UTC,Cleveland,Ohio
10-8869040,Beilul,Squibbs,6/26/1982,Male,Training,Administrative Assistant I,Headquarters,4/28/2008,,Cleveland,Ohio
10-8873668,Taber,Gutch,5/20/1994,Male,Business Development,Research Assistant I,Remote,12-10-07,,Chicago,Illinois
10-8935837,Templeton,Kirkby,7/22/1995,Male,Training,Junior Trainer,Headquarters,1/18/2001,2003-05-22 18:23:23 UTC,Cleveland,Ohio
10-8997747,Luther,Blackledge,03-10-67,Female,Training,Trainer I,Remote,7/18/2013,,Fort Wayne,Indiana
10-9088099,Malinde,Mellon,04-06-66,Male,Training,Content Developer II,Headquarters,6/24/2001,,Cleveland,Ohio
10-9127851,Dag,Denisovo,01-09-92,Male,Engineering,Software Engineer III,Remote,6/26/2003,2005-10-26 15:49:16 UTC,Toledo,Ohio
10-9208462,Herve,Salzburg,9/13/1986,Male,Services,Service Tech,Headquarters,9/27/2007,,Cleveland,Ohio
10-9292865,Ezequiel,Dilleston,12/16/1990,Female,Research and Development,Operator,Headquarters,5/20/2009,2014-02-28 20:30:19 UTC,Cleveland,Ohio
10-9330719,Clio,Iacovucci,5/22/1967,Male,Accounting,Tax Accountant,Remote,5/24/2005,,Harrisburg,Pennsylvania
10-9343325,Devonne,Prinne,9/25/1986,Female,Sales,Account Manager,Remote,12-03-20,,Milwaukee,Wisconsin
10-9403510,Basilio,Hodjetts,10/25/1967,Female,Engineering,Systems Administrator I,Headquarters,12-10-10,,Cleveland,Ohio
10-9491925,Boot,Blackden,10/28/1999,Female,Research and Development,Research Associate,Headquarters,02-04-06,,Cleveland,Ohio
10-9514287,Lyon,L'Episcopio,8/31/2002,Female,Accounting,Accountant III,Headquarters,05-04-04,2011-05-25 00:09:39 UTC,Cleveland,Ohio
10-9564253,Mason,Holywell,9/26/1995,Female,Training,Administrative Assistant I,Headquarters,04-02-19,2035-05-07 12:35:11 UTC,Cleveland,Ohio
10-9639019,Hans,Rentoll,4/17/1984,Female,Accounting,Staff Accountant I,Headquarters,02-05-03,,Cleveland,Ohio
10-9669711,Hollis,Dispencer,8/16/2002,Male,Engineering,Software Consultant,Headquarters,12-10-07,,Cleveland,Ohio
10-9690655,Skylar,Truett,10/24/1974,Female,Sales,Solutions Engineer,Headquarters,11/15/2002,,Cleveland,Ohio
10-9732947,Randall,Scollick,06-07-71,Female,Engineering,Senior Developer,Headquarters,05-09-19,,Cleveland,Ohio
10-9751670,Naomi,Hardwicke,9/14/1990,Female,Support,Help Desk Operator,Headquarters,03-02-03,,Cleveland,Ohio
10-9856483,Jena,Siggs,10/25/1989,Female,Training,Trainer III,Headquarters,11/25/2009,2016-11-13 20:28:30 UTC,Cleveland,Ohio
10-9884134,Shawn,Warwicker,9/23/1994,Female,Training,Junior Trainer,Headquarters,12/26/2001,,Cleveland,Ohio
10-9963679,Nickolaus,Lambourn,10/17/1992,Male,Engineering,Web Designer I,Headquarters,8/27/2016,,Cleveland,Ohio
10-9975649,Kylen,Jamblin,5/21/1990,Male,Product Management,Project Manager,Headquarters,6/21/2011,,Cleveland,Ohio
11-0009345,Carmelita,Sanford,8/27/1985,Female,Accounting,Accountant III,Headquarters,8/18/2017,,Cleveland,Ohio
11-0044393,Carmita,Revie,2/16/1987,Male,Engineering,Software Test Engineer IV,Headquarters,1/31/2002,,Cleveland,Ohio
11-0067600,Tybalt,Greeveson,07-12-66,Female,Engineering,Design Engineer,Remote,6/20/2018,,Scranton,Pennsylvania
11-0167300,Brigit,Kadar,01-07-80,Male,Training,Training Manager,Headquarters,2/18/2002,,Cleveland,Ohio
11-0176456,Gael,Heineken,12-05-74,Male,Engineering,Developer III,Headquarters,10/25/2003,,Cleveland,Ohio
11-0179563,Rhiamon,Macvey,05-02-70,Male,Engineering,Analog Circuit Design manager,Headquarters,12/30/2002,2019-04-27 11:58:40 UTC,Cleveland,Ohio
11-0191080,Betteanne,Skym,9/29/1968,Male,Engineering,Senior Developer,Remote,12/28/2013,,Fort Wayne,Indiana
11-0254438,Elisha,Pountain,02-02-80,Male,Support,Desktop Support Technician,Headquarters,12/25/2016,2026-09-08 08:10:39 UTC,Cleveland,Ohio
11-0284740,Perren,Hearsum,5/31/1985,Male,Support,Support Staff II,Headquarters,9/22/2006,,Cleveland,Ohio
11-0343866,Helsa,Rapsey,06-01-68,Male,Engineering,Analog Circuit Design manager,Headquarters,12/14/2000,2012-03-23 23:35:39 UTC,Cleveland,Ohio
11-0364894,Marjory,Leefe,2/22/1983,Male,Engineering,Senior Developer,Headquarters,09-04-15,2024-11-21 08:44:47 UTC,Cleveland,Ohio
11-0493329,Anne,Zienkiewicz,01-09-78,Female,Human Resources,Recruiter,Remote,12/17/2015,,Cincinnati,Ohio
11-0550413,Griff,Sill,2/25/1985,Female,Engineering,Design Engineer,Remote,11/20/2006,,Springfield,Illinois
11-0665319,Beau,Bugdell,2/24/1970,Male,Human Resources,Compensation Analyst,Headquarters,6/15/2015,,Cleveland,Ohio
11-0675688,Ysabel,Rogister,5/15/1995,Male,Engineering,Web Designer I,Remote,03-05-03,,Toledo,Ohio
11-0697468,Malorie,Hurtic,01-10-75,Female,Accounting,Cost Accountant,Headquarters,10/16/2015,2019-06-02 14:28:25 UTC,Cleveland,Ohio
11-0719658,Edna,Stocks,5/14/1995,Male,Business Development,Research Assistant I,Headquarters,09-02-12,,Cleveland,Ohio
11-0892048,Lauraine,Doxsey,04-07-75,Male,Engineering,Developer III,Headquarters,05-04-17,,Cleveland,Ohio
11-0894834,Cristionna,Temple,12/30/1986,Male,Training,Support Staff,Headquarters,4/22/2016,,Cleveland,Ohio
11-0922413,Barnett,Reace,4/25/1993,Female,Training,Content Developer,Headquarters,10-05-19,,Cleveland,Ohio
11-1011621,Gib,Booi,12/31/1989,Female,Training,Senior Trainer,Headquarters,01-10-02,,Cleveland,Ohio
11-1019378,Octavia,Bum,04-08-98,Female,Support,Help Desk Technician,Headquarters,2/16/2017,,Cleveland,Ohio
11-1138138,Nicol,Gudd,12/22/1975,Male,Accounting,Accountant II,Headquarters,3/21/2007,,Cleveland,Ohio
11-1161348,Madonna,Ilyinykh,06-08-89,Male,Services,Service Tech II,Headquarters,01-05-02,,Cleveland,Ohio
11-1338702,Kailey,Coon,4/26/1983,Male,Sales,Solutions Engineer Manager,Remote,08-07-04,,Rockford,Illinois
11-1348636,Sammie,Dormon,02-01-73,Female,Human Resources,Human Resources Analyst II,Remote,3/17/2011,2021-03-16 18:09:45 UTC,Chicago,Illinois
11-1401515,Ignatius,Fonzone,3/31/1983,Male,Accounting,Accounting Assistant II,Headquarters,11-02-14,,Cleveland,Ohio
11-1464387,Blanca,Voelker,12/21/1978,Male,Human Resources,HR Manager,Headquarters,09-02-14,,Cleveland,Ohio
11-1503264,Emiline,Potes,7/24/1980,Male,Accounting,Accountant IV,Headquarters,01-01-09,,Cleveland,Ohio
11-1504677,Analise,Linkie,4/13/2001,Male,Engineering,Systems Administrator I,Headquarters,05-03-16,2018-09-09 00:46:40 UTC,Cleveland,Ohio
11-1597561,Gae,Gillings,1/21/1992,Non-Conforming,Engineering,Programmer I,Headquarters,03-04-20,,Cleveland,Ohio
11-1615396,Clarissa,Pilmore,8/30/1968,Male,Accounting,Tax Accountant,Headquarters,03-01-15,,Cleveland,Ohio
11-1679318,Urban,Iwanowski,3/20/1978,Non-Conforming,Sales,Account Manager,Remote,1/18/2009,,Palatine,Illinois
11-1687818,Chlo,Francescotti,7/19/1978,Female,Engineering,Programmer Analyst II,Headquarters,11-12-08,,Cleveland,Ohio
11-1710411,Jazmin,Ruttgers,03-11-86,Male,Engineering,Database Administrator III,Headquarters,12-06-00,,Cleveland,Ohio
11-1796556,Hugues,Brobyn,11-01-77,Female,Research and Development,Operator,Headquarters,10-06-08,,Cleveland,Ohio
11-1805808,Hatti,O'Clery,2/23/1971,Female,Sales,Customer Success Manager,Headquarters,1/13/2014,2015-01-22 16:31:54 UTC,Cleveland,Ohio
11-1812600,Pepi,Bruinemann,3/27/2001,Male,Support,Help Desk Technician,Headquarters,09-07-13,,Cleveland,Ohio
11-1909123,Nedda,Saundercock,1/30/1983,Male,Engineering,Web Developer II,Headquarters,07-10-20,,Cleveland,Ohio
11-1962156,Alexis,Cunniffe,11-09-00,Male,Human Resources,HR Manager,Headquarters,07-08-05,2006-03-07 21:11:05 UTC,Cleveland,Ohio
11-2056772,Mildred,Lutas,04-10-01,Female,Engineering,Software Test Engineer III,Headquarters,1/29/2006,,Cleveland,Ohio
11-2086033,Annalee,Hillam,3/23/1979,Female,Accounting,VP Accounting,Headquarters,7/19/2018,,Cleveland,Ohio
11-2105489,Erma,Pincked,08-04-86,Male,Product Management,General Manager,Headquarters,12/23/2014,,Cleveland,Ohio
11-2267739,Lay,Housbie,08-12-77,Female,Engineering,Data Visualization Specialist,Headquarters,01-05-05,,Cleveland,Ohio
11-2348367,Reese,Nattrass,7/19/1989,Male,Engineering,Programmer Analyst II,Headquarters,12-12-20,,Cleveland,Ohio
11-2410210,Moira,Meineck,04-05-95,Female,Services,Service Tech,Headquarters,07-02-03,2019-12-14 23:40:21 UTC,Cleveland,Ohio
11-2483477,Joel,Spadollini,12/19/1986,Female,Engineering,Software Engineer I,Headquarters,09-05-18,,Cleveland,Ohio
11-2620804,Matthaeus,Marlen,5/31/1984,Female,Engineering,Business Systems Development Analyst,Headquarters,7/16/2010,,Cleveland,Ohio
11-2624964,Saundra,Eddow,05-06-84,Male,Training,Administrative Assistant I,Headquarters,8/14/2012,2026-01-27 14:47:04 UTC,Cleveland,Ohio
11-2678741,Tedda,Strewthers,12/19/1981,Male,Engineering,Senior Financial Analyst,Headquarters,8/28/2005,,Cleveland,Ohio
11-2694454,Carlota,Videler,09-01-93,Female,Engineering,Systems Administrator I,Headquarters,9/16/2013,,Cleveland,Ohio
